snum,dnum,api00,api99,growth,meals,ell,yr_rnd,mobility,acs_k3,acs_46,not_hsg,hsg,some_col,col_grad,grad_sch,avg_ed,full,emer,enroll,mealcat,collcat
1597,401,532,506,26,100,74,Yes,7,19,29,42,26,15,15,3,2.1300001,75,20,1007,81-100% free meals,2
1872,401,674,634,40,72,44,No,7,17,21,58,34,5,2,1,1.53,57,36,151,47-80% free meals,1
1729,401,589,511,78,82,43,No,20,18,25,43,30,15,10,2,1.97,73,18,245,81-100% free meals,2
1612,401,437,363,74,97,71,Yes,25,19,29,89,11,0,0,0,1.11,51,37,704,81-100% free meals,1
1621,401,717,667,50,72,29,No,20,18,29,33,36,12,17,2,2.2,90,10,236,47-80% free meals,1
1763,401,586,539,47,80,50,No,19,19,27,39,41,12,8,1,1.9,79,24,499,47-80% free meals,1
1854,401,470,444,26,98,45,No,17,19,29,28,56,12,3,1,1.9400001,50,31,703,81-100% free meals,1
1611,401,474,415,59,100,73,Yes,12,19,31,41,35,15,7,1,1.92,65,26,738,81-100% free meals,2
1778,401,699,660,39,67,35,No,21,19,27,6,12,20,46,16,3.54,70,17,665,47-80% free meals,2
1615,401,657,625,32,75,6,No,26,18,26,4,23,25,36,12,3.29,81,22,508,47-80% free meals,3
1795,401,759,725,34,33,18,No,19,14,29,2,39,18,34,7,3.05,94,13,355,0-46% free meals,2
2080,401,493,484,9,82,67,Yes,20,19,28,37,33,14,13,2,2.0899999,65,29,1570,81-100% free meals,1
1671,401,853,812,41,37,16,No,15,18,34,2,6,11,29,53,4.25,92,8,311,0-46% free meals,1
416,473,866,836,30,1,1,No,11,22,33,0,2,18,51,30,4.0700002,100,3,517,0-46% free meals,2
425,473,657,593,64,45,11,No,16,21,31,10,24,40,19,7,2.9000001,100,3,510,0-46% free meals,3
419,473,850,808,42,12,5,No,13,21,33,5,7,27,40,22,3.6800001,100,3,422,0-46% free meals,3
402,473,893,845,48,7,4,No,16,20,30,0,3,14,39,43,4.2199998,93,4,382,0-46% free meals,1
430,473,745,663,82,17,3,No,17,20,33,4,26,42,23,5,3,89,11,240,0-46% free meals,3
406,473,719,670,49,31,6,No,17,21,30,6,25,34,26,8,3.05,100,0,384,0-46% free meals,3
412,473,783,725,58,46,5,No,21,20,29,7,35,38,15,5,2.77,100,4,333,0-46% free meals,3
413,473,615,523,92,75,36,No,17,22,29,0,0,0,0,0,,91,15,419,47-80% free meals,1
3070,491,479,443,36,91,82,No,14,20,28,55,21,16,6,2,1.79,94,6,396,81-100% free meals,2
3072,491,763,769,-6,15,19,No,18,19,,7,18,36,27,11,3.1700001,100,0,187,0-46% free meals,3
3060,491,669,670,-1,48,40,No,19,18,28,20,17,33,20,10,2.8299999,91,13,235,47-80% free meals,3
3051,491,892,882,10,3,1,No,20,19,30,0,4,10,38,48,4.29,100,0,523,0-46% free meals,1
3055,491,590,587,3,66,52,No,10,19,,30,23,26,15,6,2.46,87,13,198,47-80% free meals,3
194,507,514,527,-13,76,48,No,16,19,30,31,44,16,8,1,2.03,76,2,602,47-80% free meals,2
211,507,386,360,26,75,48,Yes,14,20,29,34,42,21,4,0,1.9400001,57,22,413,47-80% free meals,2
182,507,411,413,-2,81,45,No,22,19,28,12,57,22,8,1,2.3,64,29,494,81-100% free meals,2
167,507,774,757,17,69,51,No,7,19,26,19,30,24,20,8,2.6700001,95,0,255,47-80% free meals,2
203,507,844,827,17,11,2,No,6,19,29,4,25,24,31,16,3.29,100,0,179,0-46% free meals,2
187,507,498,480,18,77,30,No,19,20,30,31,32,31,5,1,2.1300001,78,11,322,47-80% free meals,3
201,507,624,558,66,59,16,No,13,18,29,20,31,31,12,5,2.5,100,0,191,47-80% free meals,3
210,507,432,430,2,90,29,No,17,19,29,11,32,19,35,4,2.8800001,58,25,595,81-100% free meals,2
184,507,435,445,-10,87,70,Yes,4,19,30,51,24,17,5,3,1.85,69,15,643,81-100% free meals,2
165,507,449,434,15,71,21,No,19,20,31,30,55,9,6,0,1.92,45,31,367,47-80% free meals,1
181,507,724,714,10,15,3,No,18,21,29,2,15,32,34,18,3.51,93,7,196,0-46% free meals,3
198,507,894,859,35,9,2,No,7,20,30,0,13,17,34,36,3.9200001,95,5,213,0-46% free meals,2
2240,541,599,541,58,76,12,No,20,19,24,0,0,0,0,0,,61,44,198,47-80% free meals,1
2247,541,508,486,22,77,43,No,16,20,28,0,0,0,0,0,,44,48,333,47-80% free meals,1
2267,570,897,888,9,11,1,No,13,22,31,1,28,23,39,8,3.25,75,25,547,0-46% free meals,2
2278,570,457,404,53,93,62,Yes,16,21,30,47,32,16,3,1,1.79,53,44,684,81-100% free meals,2
2282,570,582,553,29,64,25,No,20,21,31,19,30,28,17,6,2.6099999,86,14,312,47-80% free meals,3
4448,575,903,884,19,2,12,No,7,20,28,1,2,10,40,47,4.3200002,100,0,696,0-46% free meals,1
4435,575,863,839,24,5,10,No,12,18,33,0,4,16,40,40,4.1599998,100,7,393,0-46% free meals,2
4449,575,844,848,-4,3,13,No,15,19,28,0,3,21,41,34,4.0500002,100,0,462,0-46% free meals,2
4431,575,858,826,32,6,5,No,21,20,29,0,6,24,38,31,3.9400001,100,2,672,0-46% free meals,2
4427,575,802,784,18,21,11,No,11,18,32,8,9,35,29,20,3.4300001,100,0,541,0-46% free meals,3
4443,575,875,848,27,4,9,No,9,19,29,0,2,16,43,38,4.1700001,100,0,606,0-46% free meals,2
3698,600,720,643,77,55,9,No,19,18,26,10,68,18,5,0,2.1700001,100,4,332,47-80% free meals,2
3696,600,483,450,33,89,43,No,38,19,27,46,44,8,3,0,1.6900001,100,0,334,81-100% free meals,1
3715,600,696,636,60,50,11,No,23,19,30,6,64,23,6,0,2.3199999,100,0,495,47-80% free meals,2
3697,600,690,653,37,65,5,No,26,21,25,2,90,7,1,0,2.0699999,100,0,319,47-80% free meals,1
3700,600,717,665,52,77,11,No,29,19,27,28,42,24,6,0,2.0799999,100,0,351,47-80% free meals,2
3701,600,687,617,70,62,18,No,19,21,26,5,65,25,4,1,2.3,100,0,318,47-80% free meals,3
3518,605,623,564,59,60,23,No,16,19,27,25,31,28,14,3,2.4000001,94,16,384,47-80% free meals,3
3511,605,688,662,26,40,10,No,23,20,28,15,18,38,17,13,2.96,92,11,554,0-46% free meals,3
3520,605,643,575,68,63,29,Yes,19,19,27,24,20,28,10,17,2.76,87,23,573,47-80% free meals,3
3516,605,574,519,55,65,21,No,24,20,29,24,26,36,10,4,2.4400001,84,16,243,47-80% free meals,3
3525,605,632,568,64,51,18,Yes,19,19,31,21,27,33,12,7,2.5699999,91,15,555,47-80% free meals,3
3537,605,694,678,16,12,4,Yes,15,19,29,3,12,41,27,17,3.4100001,89,16,617,0-46% free meals,3
3519,605,532,525,7,62,36,No,19,19,34,39,29,22,6,3,2.0599999,87,23,541,47-80% free meals,2
3523,605,657,618,39,48,14,No,23,20,32,14,33,42,7,4,2.54,89,17,515,47-80% free meals,3
3535,605,705,673,32,20,6,No,15,19,30,7,19,38,18,19,3.24,96,11,490,0-46% free meals,3
3765,620,758,701,57,45,10,No,21,22,34,0,46,25,23,5,2.8699999,94,12,207,0-46% free meals,3
3736,620,556,542,14,61,46,No,39,22,25,22,26,30,20,3,2.5699999,96,15,657,47-80% free meals,3
3785,620,459,439,20,98,52,No,36,19,27,31,29,22,17,1,2.28,100,17,645,81-100% free meals,2
3741,620,573,516,57,100,51,No,31,20,32,37,31,15,16,2,2.1400001,100,6,434,81-100% free meals,2
3757,620,707,667,40,57,11,No,22,21,31,4,15,46,23,12,3.23,100,11,309,47-80% free meals,3
3751,620,592,533,59,100,22,No,35,20,30,0,85,11,2,2,2.22,100,13,222,81-100% free meals,1
3791,620,724,674,50,49,20,No,24,19,35,0,22,33,36,9,3.3299999,100,11,401,47-80% free meals,3
3772,620,829,824,5,22,7,No,14,19,33,10,26,21,30,13,3.0899999,100,0,329,0-46% free meals,2
3758,620,690,642,48,98,51,No,10,20,28,28,25,28,15,4,2.4000001,100,5,230,81-100% free meals,3
3794,620,610,540,70,100,47,No,31,20,23,75,15,0,0,10,1.55,100,18,170,81-100% free meals,1
3793,620,528,460,68,99,35,No,27,18,33,19,41,30,8,3,2.3599999,96,4,358,81-100% free meals,3
3759,620,585,556,29,54,11,No,27,25,37,8,31,22,29,10,3.02,100,8,133,47-80% free meals,2
3784,620,859,801,58,18,1,No,9,21,33,0,7,17,35,42,4.1199999,100,0,406,0-46% free meals,2
3754,620,732,672,60,63,8,No,37,19,30,16,36,24,22,2,2.5899999,100,9,292,47-80% free meals,2
3196,621,799,762,37,21,8,No,12,19,32,15,43,21,16,5,2.54,98,3,560,0-46% free meals,2
3203,621,845,799,46,14,4,No,12,19,30,6,25,27,35,9,3.1600001,97,6,410,0-46% free meals,3
3200,621,854,854,0,6,1,No,13,19,32,4,31,25,36,4,3.04,97,0,586,0-46% free meals,3
3184,621,790,758,32,26,15,No,17,19,32,16,27,23,29,6,2.8199999,95,7,539,0-46% free meals,2
3202,621,839,810,29,12,3,No,17,17,30,8,20,24,39,9,3.23,100,8,203,0-46% free meals,2
3187,621,689,682,7,51,36,No,13,19,32,31,25,16,23,5,2.47,90,10,519,47-80% free meals,2
3193,621,841,840,1,6,5,No,17,19,31,3,23,24,35,16,3.3900001,97,3,510,0-46% free meals,2
4132,627,493,471,22,94,41,Yes,33,20,32,53,27,15,4,1,1.71,73,29,590,81-100% free meals,2
4128,627,643,622,21,82,24,Yes,19,20,27,30,35,22,9,4,2.23,85,18,522,81-100% free meals,2
4131,627,698,686,12,62,29,Yes,15,20,32,19,33,22,19,7,2.6199999,98,0,583,47-80% free meals,2
4173,627,486,476,10,95,40,Yes,24,20,34,55,31,12,2,0,1.61,87,15,645,81-100% free meals,1
4167,627,612,551,61,75,26,No,16,20,32,28,24,34,11,3,2.3800001,100,5,277,47-80% free meals,3
4140,627,630,550,80,67,21,Yes,21,20,32,25,28,30,12,4,2.4200001,85,13,607,47-80% free meals,3
4145,627,525,519,6,78,18,Yes,25,20,31,23,32,30,10,4,2.4000001,86,14,439,47-80% free meals,3
4143,627,485,448,37,94,40,Yes,37,19,32,60,23,14,3,1,1.61,76,18,583,81-100% free meals,1
4136,627,474,437,37,92,34,Yes,28,20,31,48,31,17,3,0,1.77,81,19,470,81-100% free meals,2
4488,630,521,568,-47,97,77,No,14,19,,61,18,15,4,1,1.6799999,79,4,210,81-100% free meals,2
4576,630,801,762,39,32,18,No,14,20,30,7,22,29,33,9,3.1500001,98,0,548,0-46% free meals,3
4506,630,709,619,90,59,17,No,20,16,33,10,25,36,20,9,2.9400001,100,0,135,47-80% free meals,3
4554,630,836,785,51,29,27,No,17,19,32,19,13,8,26,33,3.4100001,100,0,231,0-46% free meals,1
4518,630,769,723,46,47,6,No,13,19,25,7,18,36,20,19,3.25,96,4,295,47-80% free meals,3
4486,630,706,701,5,62,15,No,13,21,28,12,27,27,29,6,2.9000001,100,2,645,47-80% free meals,3
4537,630,655,614,41,78,27,No,16,19,32,21,26,32,16,7,2.6199999,100,0,438,47-80% free meals,3
4585,630,845,843,2,31,24,No,25,19,31,3,5,11,27,54,4.2399998,100,0,469,0-46% free meals,1
4573,630,789,747,42,41,27,No,16,20,30,12,26,25,32,5,2.9200001,100,2,575,0-46% free meals,3
4534,630,445,421,24,100,70,No,,,29,44,25,15,13,3,2.0699999,90,0,512,81-100% free meals,2
4581,630,708,691,17,74,2,No,24,19,30,1,55,31,10,4,2.6099999,98,2,603,47-80% free meals,3
4507,630,751,679,72,71,19,No,20,17,20,10,16,41,16,18,3.1600001,100,0,130,47-80% free meals,3
4522,630,461,441,20,100,74,No,22,19,31,55,31,10,3,1,1.65,85,3,726,81-100% free meals,1
4530,630,757,723,34,58,14,No,16,18,30,6,17,36,30,10,3.21,98,4,525,47-80% free meals,3
4583,630,865,837,28,40,8,No,17,19,30,4,17,27,29,23,3.51,100,0,344,0-46% free meals,3
4485,630,567,524,43,81,45,No,26,18,25,45,31,18,5,1,1.88,97,3,400,81-100% free meals,2
4558,630,748,684,64,62,21,No,11,18,29,11,20,39,21,9,2.98,95,5,253,47-80% free meals,3
4480,630,612,528,84,79,34,No,15,20,31,26,31,25,14,4,2.3800001,82,7,354,47-80% free meals,3
4533,630,500,463,37,95,69,No,24,19,26,45,29,12,8,5,1.99,97,0,350,81-100% free meals,1
4574,630,740,672,68,54,18,No,14,20,33,10,21,33,28,9,3.05,100,0,612,47-80% free meals,3
4580,630,740,712,28,66,2,No,19,19,29,2,27,44,23,4,3,100,0,543,47-80% free meals,3
4596,630,883,864,19,4,3,No,9,20,30,1,10,9,52,28,3.98,97,3,556,0-46% free meals,1
4514,630,799,789,10,38,10,No,14,19,30,5,18,29,26,21,3.4000001,100,0,378,0-46% free meals,3
4519,630,887,852,35,19,8,No,10,19,27,3,14,19,33,31,3.74,100,0,256,0-46% free meals,2
4502,630,493,489,4,91,71,No,27,19,30,70,19,8,3,1,1.46,87,7,410,81-100% free meals,1
4516,630,586,529,57,93,59,No,21,20,32,53,35,8,4,0,1.65,90,3,763,81-100% free meals,1
4511,630,626,626,0,79,36,No,11,19,33,24,29,28,14,6,2.49,92,8,159,47-80% free meals,3
4487,630,528,476,52,91,68,Yes,10,18,27,47,28,14,8,4,1.9400001,81,4,459,81-100% free meals,1
4528,630,741,700,41,44,18,No,17,20,33,5,21,41,22,11,3.1300001,100,2,353,0-46% free meals,3
4539,630,620,621,-1,71,23,No,14,20,31,12,33,24,22,9,2.8399999,41,59,216,47-80% free meals,2
4547,630,803,751,52,48,18,No,17,18,29,9,22,36,24,8,3,100,0,266,47-80% free meals,3
4731,632,655,635,20,56,28,No,13,18,32,9,26,34,20,12,3.02,82,14,267,47-80% free meals,3
4720,632,597,576,21,71,37,No,8,17,30,19,53,17,11,1,2.21,81,0,197,47-80% free meals,2
4783,632,789,730,59,20,11,No,4,19,25,2,7,17,37,37,3.99,76,10,237,0-46% free meals,2
4737,632,808,812,-4,61,26,No,7,21,32,8,33,23,32,4,2.9300001,81,11,329,47-80% free meals,2
4736,632,532,450,82,83,39,No,10,18,28,22,39,24,15,0,2.3299999,69,21,335,81-100% free meals,2
4714,632,503,504,-1,68,29,No,10,18,21,31,38,17,13,1,2.1400001,83,13,206,47-80% free meals,2
4781,632,655,638,17,53,12,No,7,20,23,9,74,11,4,1,2.1400001,94,0,187,47-80% free meals,1
4698,632,781,750,31,28,26,No,9,20,29,7,14,17,38,24,3.5999999,95,5,280,0-46% free meals,2
4775,632,808,806,2,14,5,No,3,19,29,1,7,12,35,45,4.1500001,87,10,448,0-46% free meals,1
4747,632,643,661,-18,72,13,No,12,19,27,9,36,35,16,4,2.6800001,94,6,229,47-80% free meals,3
4744,632,700,666,34,78,44,No,5,20,25,31,38,15,13,3,2.1700001,78,6,215,47-80% free meals,2
4729,632,558,496,62,82,41,No,8,19,20,47,37,7,6,3,1.8,90,0,189,81-100% free meals,1
4780,632,795,781,14,15,6,No,5,19,30,0,6,14,43,36,4.0799999,77,17,404,0-46% free meals,1
4774,632,682,641,41,35,22,No,2,19,27,4,9,14,45,28,3.8399999,80,0,222,0-46% free meals,1
4777,632,682,675,7,75,6,No,10,19,25,0,36,29,29,7,3.0699999,63,26,240,47-80% free meals,3
5387,635,892,861,31,2,3,No,13,19,31,0,3,10,46,40,4.23,78,5,602,0-46% free meals,1
5386,635,876,796,80,9,3,No,14,19,33,2,5,13,54,27,3.99,96,0,387,0-46% free meals,1
5370,635,790,753,37,17,10,No,17,18,28,5,17,28,38,11,3.3299999,96,4,350,0-46% free meals,3
5366,635,558,508,50,57,47,No,22,17,30,41,30,18,9,2,2.02,100,0,327,47-80% free meals,2
5358,635,575,578,-3,56,50,No,19,18,30,32,24,24,14,5,2.3699999,92,0,257,47-80% free meals,2
5388,635,686,658,28,28,23,No,13,18,31,6,15,33,27,18,3.3599999,95,5,281,0-46% free meals,3
5371,635,710,684,26,37,23,No,18,20,27,16,18,28,17,21,3.0899999,71,8,344,0-46% free meals,3
5362,635,487,454,33,62,47,No,21,18,27,28,44,14,13,1,2.1400001,86,9,310,47-80% free meals,1
3867,636,762,739,23,23,1,No,8,20,42,1,17,38,36,8,3.3199999,100,0,337,0-46% free meals,3
3848,636,801,794,7,27,1,No,19,20,45,1,24,33,30,11,3.26,95,5,317,0-46% free meals,3
3834,636,640,622,18,69,42,No,22,19,43,8,30,34,24,4,2.8699999,95,5,297,47-80% free meals,3
3833,636,601,499,102,100,24,No,31,20,33,30,31,25,13,1,2.26,85,10,269,81-100% free meals,3
3828,636,624,596,28,78,12,No,36,20,44,16,28,39,12,4,2.5999999,86,10,290,47-80% free meals,3
3839,636,863,848,15,14,1,No,18,20,46,0,9,24,39,28,3.8499999,100,0,355,0-46% free meals,2
3843,636,709,690,19,52,3,No,24,20,31,7,34,37,18,4,2.77,100,0,339,47-80% free meals,3
3854,636,883,851,32,20,1,No,24,21,40,1,14,28,35,22,3.6400001,96,4,394,0-46% free meals,3
3845,636,763,748,15,40,2,No,24,17,41,11,24,33,22,11,2.98,80,15,300,0-46% free meals,3
3850,636,727,655,72,40,1,No,29,18,39,10,35,25,23,8,2.8499999,100,0,146,0-46% free meals,3
3864,636,568,527,41,78,30,No,36,20,49,17,38,35,9,2,2.4000001,75,10,321,47-80% free meals,3
3853,636,743,726,17,48,2,No,27,20,42,6,28,38,21,7,2.95,92,8,367,47-80% free meals,3
3869,636,724,686,38,48,25,No,19,20,42,10,26,33,27,4,2.9000001,90,7,457,47-80% free meals,3
3826,636,831,842,-11,11,2,No,9,20,46,1,6,27,48,18,3.75,88,8,318,0-46% free meals,3
3824,636,876,850,26,23,1,No,21,23,34,3,11,28,29,30,3.71,95,0,399,0-46% free meals,3
3835,636,556,537,19,100,28,No,32,20,50,33,26,25,13,3,2.27,79,15,410,81-100% free meals,3
3865,636,847,837,10,9,0,No,8,20,35,1,15,25,38,21,3.6199999,95,5,312,0-46% free meals,3
3822,636,622,588,34,76,6,No,38,20,35,7,59,29,6,0,2.3399999,95,5,222,47-80% free meals,3
3129,653,531,502,29,82,74,Yes,13,22,28,43,37,16,3,1,1.8,83,17,602,81-100% free meals,2
3128,653,521,502,19,90,74,Yes,12,21,28,54,28,14,3,1,1.7,75,24,779,81-100% free meals,1
3127,653,473,437,36,95,86,Yes,15,21,30,83,8,8,0,0,1.25,71,29,590,81-100% free meals,1
3121,653,529,502,27,88,75,Yes,13,19,29,46,33,15,4,3,1.86,83,17,611,81-100% free meals,2
3145,653,806,815,-9,32,14,No,20,21,30,10,24,43,14,9,2.8800001,91,9,695,0-46% free meals,3
3133,653,744,677,67,58,35,No,13,20,31,22,26,32,10,10,2.5999999,88,12,688,47-80% free meals,3
3151,653,444,413,31,91,88,Yes,14,21,27,58,30,10,1,0,1.5599999,70,30,593,81-100% free meals,1
6068,689,714,672,42,45,21,No,13,18,28,50,50,0,0,0,1.5,96,0,368,0-46% free meals,1
6072,689,865,843,22,5,0,No,4,20,30,0,0,0,0,0,,100,0,451,0-46% free meals,1
6057,689,641,616,25,45,17,No,13,20,32,50,0,0,50,0,2.5,100,0,657,0-46% free meals,1
6065,689,772,745,27,11,2,No,16,18,28,0,0,0,0,0,,96,0,374,0-46% free meals,1
6062,689,750,730,20,21,4,No,15,19,31,0,0,0,0,0,,100,0,397,0-46% free meals,1
6060,689,738,708,30,18,2,No,13,19,30,0,0,0,100,0,4,97,3,392,0-46% free meals,1
4879,716,529,482,47,83,28,No,16,18,23,31,23,29,14,4,2.3699999,80,13,352,81-100% free meals,3
4871,716,554,513,41,84,24,No,23,19,26,75,9,10,5,1,1.47,83,12,535,81-100% free meals,1
4875,716,504,451,53,90,46,Yes,19,20,26,33,17,20,20,10,2.5699999,83,17,657,81-100% free meals,2
4859,716,592,556,36,80,33,No,22,18,27,22,31,29,16,2,2.45,92,8,532,47-80% free meals,3
4877,716,627,582,45,86,35,Yes,16,20,25,41,26,22,8,2,2.03,80,9,612,81-100% free meals,2
4880,716,625,578,47,59,8,Yes,19,19,28,18,44,25,13,1,2.3599999,93,5,559,47-80% free meals,3
4881,716,436,415,21,100,49,No,19,19,24,40,20,13,28,0,2.28,80,17,363,81-100% free meals,1
4876,716,487,443,44,86,26,No,26,18,21,50,0,0,50,0,2.5,80,8,300,81-100% free meals,1
4868,716,610,520,90,84,34,No,27,20,27,27,39,15,18,1,2.27,82,12,331,81-100% free meals,2
4862,716,516,433,83,100,35,Yes,33,18,25,32,26,25,13,4,2.3099999,72,21,704,81-100% free meals,3
4878,716,465,440,25,90,27,No,21,21,26,13,25,40,17,4,2.73,74,15,466,81-100% free meals,3
5920,779,654,581,73,48,15,No,16,18,31,21,35,21,19,4,2.5,100,0,364,47-80% free meals,2
5917,779,735,672,63,42,4,No,16,19,29,8,42,24,20,7,2.75,100,0,360,0-46% free meals,2
5927,779,576,518,58,68,26,Yes,21,19,29,36,37,16,9,2,2.03,96,4,657,47-80% free meals,2
5926,779,469,483,-14,91,54,No,17,18,28,52,36,6,6,0,1.66,100,3,391,81-100% free meals,1
5933,779,515,468,47,91,28,No,32,17,26,40,45,11,4,0,1.79,88,12,218,81-100% free meals,1
469,796,543,527,16,82,25,No,23,20,27,27,46,16,9,1,2.1199999,80,6,400,81-100% free meals,2
468,796,783,758,25,31,6,No,15,19,27,7,38,22,23,10,2.8900001,96,8,317,0-46% free meals,2
482,796,745,736,9,27,12,No,11,18,28,5,29,23,37,7,3.1199999,95,5,266,0-46% free meals,2
489,796,720,678,42,34,8,No,20,19,24,8,34,26,26,6,2.8800001,85,7,461,0-46% free meals,3
504,796,802,787,15,26,10,No,21,19,33,3,27,21,37,12,3.29,91,5,360,0-46% free meals,2
488,796,539,424,115,98,12,No,18,20,24,10,75,13,1,0,2.0599999,93,7,301,81-100% free meals,1
479,796,512,447,65,98,34,No,31,19,32,31,48,11,9,1,2.01,83,6,269,81-100% free meals,1
